in:Top Thickness [in],in:Spacing [in],in:Water Temp [F],in: Solar Flux [BTU/sf],out:Slab Flux,out:Convect Flux,out:Rad Flux,out:Cold Temp,out:Deg Condensing,out:Deg Cond No Sun,img
2,24,55,50,24.527413,-3.35251,27.879924,71.207132,16.239132,4.995468,NCGMtherm245550_View2.png
3,24,55,50,25.093779,-3.323158,28.416938,72.287636,17.319636,7.084404,NCGMtherm345550_View2.png
4,24,55,50,24.920221,-3.374401,28.294623,72.206996,17.238996,8.466984,NCGMtherm445550_View2.png
2,4,56,50,60.75357,3.361784,57.391785,65.065712,10.097712,3.490452,NCGMtherm205650_View2.png
3,4,56,50,57.358692,2.873084,54.485608,66.787358,11.819358,4.529412,NCGMtherm305650_View2.png
4,4,56,50,54.291583,2.430976,51.860606,67.155206,12.187206,5.28615,NCGMtherm405650_View2.png
2,8,56,50,50.961548,0.947306,50.014242,68.422424,13.454424,4.553424,NCGMtherm215650_View2.png
3,8,56,50,48.840046,0.781136,48.05891,69.368126,14.400126,5.881572,NCGMtherm315650_View2.png
4,8,56,50,46.559306,0.509478,46.049828,69.191816,14.223816,6.716376,NCGMtherm415650_View2.png
2,12,56,50,41.596752,-1.144999,42.741751,70.24802,15.28002,5.152122,NCGMtherm225650_View2.png
3,12,56,50,40.760804,-1.294648,42.055452,71.384126,16.416126,6.734322,NCGMtherm325650_View2.png
4,12,56,50,39.297872,-1.458022,40.755894,71.200688,16.232688,7.739748,NCGMtherm425650_View2.png
2,16,56,50,34.068721,-1.572641,35.641361,71.086766,16.118766,5.409612,NCGMtherm235650_View2.png
3,16,56,50,34.052037,-2.127259,36.179295,72.089402,17.121402,7.206246,NCGMtherm335650_View2.png
4,16,56,50,33.23295,-2.260657,35.493607,71.984552,17.016552,8.389998,NCGMtherm435650_View2.png
2,24,56,50,24.032835,-3.420348,27.453183,71.908736,16.940736,5.70618,NCGMtherm245650_View2.png
3,24,56,50,24.579355,-3.392526,27.971881,72.34997,17.38197,7.672392,NCGMtherm345650_View2.png
4,24,56,50,24.401675,-3.443528,27.845203,72.282866,17.314866,8.973558,NCGMtherm445650_View2.png
2,4,57,50,59.547764,3.049507,56.498257,65.91155,10.94355,4.34034,NCGMtherm205750_View2.png
3,4,57,50,56.194809,2.568544,53.626266,67.175078,12.207078,5.315346,NCGMtherm305750_View2.png
4,4,57,50,53.167679,2.134875,51.032804,67.511336,12.543336,6.025194,NCGMtherm405750_View2.png
2,8,57,50,49.935957,0.677364,49.258593,69.1988,14.2308,5.336964,NCGMtherm215750_View2.png
3,8,57,50,47.838982,0.509969,47.329013,69.72287,14.75487,6.582888,NCGMtherm315750_View2.png
4,8,57,50,45.588182,0.24677,45.341413,69.542672,14.574672,7.365762,NCGMtherm415750_View2.png
2,12,57,50,40.748788,-1.262123,42.010911,70.984868,16.016868,5.897844,NCGMtherm225750_View2.png
3,12,57,50,39.915865,-1.410145,41.32601,71.564504,16.596504,7.381764,NCGMtherm325750_View2.png
4,12,57,50,38.470236,-1.627962,40.098198,71.38391,16.41591,8.324496,NCGMtherm425750_View2.png
2,16,57,50,33.370303,-1.681365,35.051669,71.806352,16.838352,6.138846,NCGMtherm235750_View2.png
3,16,57,50,33.342386,-2.243916,35.586303,72.17627,17.20827,7.823628,NCGMtherm335750_View2.png
4,16,57,50,32.529587,-2.359141,34.888728,72.075218,17.107218,8.933508,NCGMtherm435750_View2.png
2,24,57,50,23.538325,-3.488146,27.026472,72.483656,17.515656,6.416658,NCGMtherm245750_View2.png
3,24,57,50,24.064429,-3.461852,27.526281,72.399812,17.431812,8.26011,NCGMtherm345750_View2.png
4,24,57,50,23.882638,-3.512613,27.395251,72.339404,17.371404,9.479862,NCGMtherm445750_View2.png
2,4,58,50,58.338655,2.737461,55.601194,66.756758,11.788758,5.189634,NCGMtherm205850_View2.png
3,4,58,50,55.028605,2.264249,52.764356,67.562564,12.594564,6.100542,NCGMtherm305850_View2.png
4,4,58,50,52.041958,1.839021,50.202937,67.867232,12.899232,6.763464,NCGMtherm405850_View2.png
2,8,58,50,48.908731,0.407685,48.501046,69.974564,15.006564,6.119892,NCGMtherm215850_View2.png
3,8,58,50,46.836477,0.239061,46.597416,70.077344,15.109344,7.283502,NCGMtherm315850_View2.png
4,8,58,50,44.616034,-0.01569,44.631724,69.893294,14.925294,8.01441,NCGMtherm415850_View2.png
2,12,58,50,39.900129,-1.379122,41.279251,71.721158,16.753158,6.643008,NCGMtherm225850_View2.png
3,12,58,50,39.070235,-1.525515,40.59575,71.744756,16.776756,8.028558,NCGMtherm325850_View2.png
4,12,58,50,37.641996,-1.739962,39.381958,71.567006,16.599006,8.908614,NCGMtherm425850_View2.png
2,16,58,50,32.672046,-1.792766,34.464812,72.356756,17.388756,6.867576,NCGMtherm235850_View2.png
3,16,58,50,32.632136,-2.342811,34.974947,72.252446,17.284446,8.440452,NCGMtherm335850_View2.png
4,16,58,50,31.825768,-2.493982,34.319751,72.158792,17.190792,9.476478,NCGMtherm435850_View2.png
2,24,58,50,23.042917,-3.555882,26.598798,72.532184,17.564184,7.126686,NCGMtherm245850_View2.png
3,24,58,50,23.54912,-3.531111,27.080231,72.4496,17.4816,8.847378,NCGMtherm345850_View2.png
4,24,58,50,23.363282,-3.581632,26.944913,72.39002,17.42202,9.985716,NCGMtherm445850_View2.png
2,4,59,50,57.126847,2.425533,54.701313,67.60166,12.63366,6.038604,NCGMtherm205950_View2.png
3,4,59,50,53.859739,1.960087,51.899653,67.949978,12.981978,6.885288,NCGMtherm305950_View2.png
4,4,59,50,50.913998,1.543307,49.370691,68.223056,13.255056,7.50123,NCGMtherm405950_View2.png
2,8,59,50,47.879593,0.138169,47.741425,70.749986,15.781986,6.902496,NCGMtherm215950_View2.png
3,8,59,50,45.832374,-0.031685,45.864059,70.431692,15.463692,7.983648,NCGMtherm315950_View2.png
4,8,59,50,43.642291,-0.277995,43.920286,70.243772,15.275772,8.662554,NCGMtherm415950_View2.png
2,12,59,50,39.050077,-1.496039,40.546116,72.15944,17.19144,7.387884,NCGMtherm225950_View2.png
3,12,59,50,38.223406,-1.6408,39.864206,71.924918,16.956918,8.674974,NCGMtherm325950_View2.png
4,12,59,50,36.813285,-1.851879,38.665165,71.75003,16.78203,9.492318,NCGMtherm425950_View2.png
2,16,59,50,31.972315,-1.901163,33.873478,72.404366,17.436366,7.597746,NCGMtherm235950_View2.png
3,16,59,50,31.921247,-2.442655,34.363902,72.301964,17.333964,9.056934,NCGMtherm335950_View2.png
4,16,59,50,31.121978,-2.589345,33.711323,72.23315,17.26515,10.019088,NCGMtherm435950_View2.png
2,24,59,50,22.547557,-3.623578,26.171135,72.580676,17.612676,7.83648,NCGMtherm245950_View2.png
3,24,59,50,23.033867,-3.600329,26.634196,72.499388,17.531388,9.434394,NCGMtherm345950_View2.png
4,24,59,50,22.843414,-3.650609,26.494023,72.440636,17.472636,10.491336,NCGMtherm445950_View2.png
2,4,60,50,55.911847,2.113779,53.798067,68.112212,13.144212,6.887106,NCGMtherm206050_View2.png
3,4,60,50,52.6885,1.656115,51.032385,68.337248,13.369248,7.66944,NCGMtherm306050_View2.png
4,4,60,50,49.783937,1.247785,48.536152,68.578754,13.610754,8.23833,NCGMtherm406050_View2.png
2,8,60,50,46.848761,-0.131135,46.979895,71.175578,16.207578,7.684614,NCGMtherm216050_View2.png
3,8,60,50,44.826569,-0.302221,45.12879,70.785824,15.817824,8.683218,NCGMtherm316050_View2.png
4,8,60,50,42.667282,-0.5401,43.207382,70.594088,15.626088,9.310086,NCGMtherm416050_View2.png
2,12,60,50,38.199115,-1.612852,39.811967,72.229604,17.261604,8.132328,NCGMtherm226050_View2.png
3,12,60,50,37.375769,-1.755979,39.131747,72.088052,17.120052,9.320886,NCGMtherm326050_View2.png
4,12,60,50,35.982994,-1.963693,37.946687,71.932946,16.964946,10.075482,NCGMtherm426050_View2.png
2,16,60,50,31.271987,-2.009496,33.281483,72.451958,17.483958,8.325756,NCGMtherm236050_View2.png
3,16,60,50,31.209758,-2.539997,33.749755,72.35141,17.38341,9.673056,NCGMtherm336050_View2.png
4,16,60,50,30.417609,-2.686628,33.104237,72.283766,17.315766,10.561266,NCGMtherm436050_View2.png
2,24,60,50,22.051272,-3.691224,25.742496,72.629132,17.661132,8.54595,NCGMtherm246050_View2.png
3,24,60,50,22.517678,-3.669492,26.187171,72.54914,17.58114,10.021032,NCGMtherm346050_View2.png
4,24,60,50,22.323688,-3.719533,26.043221,72.491216,17.523216,10.996578,NCGMtherm446050_View2.png
2,4,50,75,88.679573,4.422857,84.256716,63.283586,8.315586,-1.61811,NCGMtherm205075_View2.png
3,4,50,75,83.705033,3.7044,80.000633,64.951556,9.983556,-0.19818,NCGMtherm305075_View2.png
4,4,50,75,79.186443,3.058223,76.128221,65.439608,10.471608,0.838548,NCGMtherm405075_View2.png
2,8,50,75,74.37893,0.882807,73.496123,68.18396,13.21596,-0.15741,NCGMtherm215075_View2.png
3,8,50,75,71.236265,0.632371,70.603894,68.758736,13.790736,1.661796,NCGMtherm315075_View2.png
4,8,50,75,67.850421,0.245035,67.605387,68.4842,13.5162,2.807532,NCGMtherm415075_View2.png
2,12,50,75,60.622121,-1.940545,62.562667,70.826504,15.858504,0.669348,NCGMtherm225075_View2.png
3,12,50,75,59.363422,-2.161589,61.525011,71.428604,16.460604,2.839536,NCGMtherm325075_View2.png
4,12,50,75,57.177224,-2.483018,59.660241,71.15765,16.18965,4.220496,NCGMtherm425075_View2.png
2,16,50,75,49.564457,-2.550523,52.11498,72.021758,17.053758,1.026828,NCGMtherm235075_View2.png
3,16,50,75,49.506778,-3.385058,52.891836,72.295178,17.327178,3.493242,NCGMtherm335075_View2.png
4,16,50,75,48.269826,-3.590354,51.86018,72.138578,17.170578,5.119776,NCGMtherm435075_View2.png
2,24,50,75,34.884264,-5.179789,40.064053,72.73067,17.76267,1.436454,NCGMtherm245075_View2.png
3,24,50,75,35.640621,-5.150225,40.790847,72.607406,17.639406,4.138704,NCGMtherm345075_View2.png
4,24,50,75,35.343779,-5.227437,40.571216,72.517622,17.549622,5.92866,NCGMtherm445075_View2.png
2,4,51,75,87.478063,4.110117,83.367946,64.130198,9.162198,-0.765468,NCGMtherm205175_View2.png
3,4,51,75,82.540574,3.399585,79.140989,65.339654,10.371654,0.5913,NCGMtherm305175_View2.png
4,4,51,75,78.05828,2.762073,75.296208,65.79608,10.82808,1.581516,NCGMtherm405175_View2.png
2,8,51,75,73.349406,0.613258,72.736148,68.959616,13.991616,0.628992,NCGMtherm215175_View2.png
3,8,51,75,70.228991,0.361807,69.867184,69.113012,14.145012,2.366604,NCGMtherm315175_View2.png
4,8,51,75,66.871628,-0.016848,66.888476,68.834498,13.866498,3.460608,NCGMtherm415175_View2.png
2,12,51,75,59.767389,-2.056834,61.824223,71.56148,16.59348,1.417608,NCGMtherm225175_View2.png
3,12,51,75,58.50984,-2.276138,60.785978,71.608298,16.640298,3.489984,NCGMtherm325175_View2.png
4,12,51,75,56.341182,-2.594053,58.935235,71.340188,16.372188,4.808412,NCGMtherm425175_View2.png
2,16,51,75,48.860662,-2.660302,51.520964,72.526478,17.558478,1.758294,NCGMtherm235175_View2.png
3,16,51,75,48.789625,-3.483405,52.27303,72.369572,17.401572,4.113198,NCGMtherm335175_View2.png
4,16,51,75,47.559055,-3.698281,51.257336,72.225788,17.257788,5.665986,NCGMtherm435175_View2.png
2,24,51,75,34.385657,-5.246417,39.632074,72.778838,17.810838,2.148984,NCGMtherm245175_View2.png
3,24,51,75,35.120838,-5.218213,40.339051,72.65687,17.68887,4.7286,NCGMtherm345175_View2.png
4,24,51,75,34.81957,-5.29507,40.11464,72.567896,17.599896,6.437052,NCGMtherm445175_View2.png
2,4,52,75,86.274213,3.797608,82.476605,64.976198,10.008198,0.08658,NCGMtherm205275_View2.png
3,4,52,75,81.373827,3.095013,78.278815,65.727554,10.759554,1.380042,NCGMtherm305275_View2.png
4,4,52,75,76.928412,2.466169,74.462242,66.152354,11.184354,2.323692,NCGMtherm405275_View2.png
2,8,52,75,72.318277,0.343971,71.974306,69.73466,14.76666,1.414764,NCGMtherm215275_View2.png
3,8,52,75,69.220203,0.091503,69.1287,69.467018,14.499018,3.07071,NCGMtherm315275_View2.png
4,8,52,75,65.891622,-0.278483,66.170105,69.184544,14.216544,4.112946,NCGMtherm415275_View2.png
2,12,52,75,58.911833,-2.173,61.084833,72.166496,17.198496,2.165292,NCGMtherm225275_View2.png
3,12,52,75,57.656481,-2.390561,60.047042,71.787848,16.819848,4.13982,NCGMtherm325275_View2.png
4,12,52,75,55.504326,-2.704965,58.209291,71.5226,16.5546,5.395698,NCGMtherm425275_View2.png
2,16,52,75,48.15559,-2.767765,50.923354,72.573764,17.605764,2.489238,NCGMtherm235275_View2.png
3,16,52,75,48.072709,-3.581478,51.654187,72.420548,17.452548,4.732632,NCGMtherm335275_View2.png
4,16,52,75,46.84776,-3.80135,50.649111,72.30749,17.33949,6.211656,NCGMtherm435275_View2.png
2,24,52,75,33.886086,-5.312983,39.199069,72.826988,17.858988,2.861064,NCGMtherm245275_View2.png
3,24,52,75,34.600593,-5.286136,39.886729,72.70628,17.73828,5.318046,NCGMtherm345275_View2.png
4,24,52,75,34.294901,-5.36264,39.657541,72.618134,17.650134,6.94503,NCGMtherm445275_View2.png
2,4,53,75,85.067009,3.485218,81.58179,65.744762,10.776762,0.938304,NCGMtherm205375_View2.png
3,4,53,75,80.204526,2.790575,77.413951,66.115364,11.147364,2.168352,NCGMtherm305375_View2.png
4,4,53,75,75.796299,2.170407,73.625892,66.508538,11.540538,3.065346,NCGMtherm405375_View2.png
2,8,53,75,71.285266,0.074848,71.210418,70.407068,15.439068,2.200212,NCGMtherm215375_View2.png
3,8,53,75,68.209862,-0.17864,68.388501,69.82088,14.85288,3.774366,NCGMtherm315375_View2.png
4,8,53,75,64.910282,-0.539965,65.450247,69.534464,14.566464,4.76478,NCGMtherm415375_View2.png
2,12,53,75,58.055338,-2.289084,60.344422,72.278384,17.310384,2.912706,NCGMtherm225375_View2.png
3,12,53,75,56.802273,-2.5049,59.307173,71.967326,16.999326,4.78926,NCGMtherm325375_View2.png
4,12,53,75,54.666595,-2.815795,57.48239,71.704922,16.736922,5.982552,NCGMtherm425375_View2.png
2,16,53,75,47.449818,-2.875185,50.325003,72.62105,17.65305,3.219948,NCGMtherm235375_View2.png
3,16,53,75,47.354277,-3.679445,51.033722,72.46976,17.50176,5.351742,NCGMtherm335375_View2.png
4,16,53,75,46.1358,-3.896898,50.032698,72.367106,17.399106,6.756966,NCGMtherm435375_View2.png
2,24,53,75,33.386685,-5.379512,38.766198,72.87512,17.90712,3.57291,NCGMtherm245375_View2.png
3,24,53,75,34.079956,-5.354019,39.433975,72.755672,17.787672,5.907222,NCGMtherm345375_View2.png
4,24,53,75,33.770308,-5.43017,39.200478,72.668336,17.700336,7.45272,NCGMtherm445375_View2.png
2,4,54,75,83.856852,3.173059,80.683794,66.165422,11.197422,1.789434,NCGMtherm205475_View2.png
3,4,54,75,79.032943,2.486382,76.546561,66.502958,11.534958,2.955906,NCGMtherm305475_View2.png
4,4,54,75,74.662256,1.874892,72.787363,66.864524,11.896524,3.806208,NCGMtherm405475_View2.png
2,8,54,75,70.250453,-0.194015,70.444468,70.760498,15.792498,2.985048,NCGMtherm215475_View2.png
3,8,54,75,67.198184,-0.448525,67.646709,70.174472,15.206472,4.477302,NCGMtherm315475_View2.png
4,8,54,75,63.927823,-0.801199,64.729023,69.88415,14.91615,5.415894,NCGMtherm415475_View2.png
2,12,54,75,57.198168,-2.405045,59.603213,72.340484,17.372484,3.659562,NCGMtherm225475_View2.png
3,12,54,75,55.946243,-2.619113,58.565356,72.124052,17.156052,5.438088,NCGMtherm325475_View2.png
4,12,54,75,53.828973,-2.926503,56.755476,71.887118,16.919118,6.568776,NCGMtherm425475_View2.png
2,16,54,75,46.743391,-2.982499,49.72589,72.668318,17.700318,3.950172,NCGMtherm235475_View2.png
3,16,54,75,46.636075,-3.77553,50.411605,72.518864,17.550864,5.970294,NCGMtherm335475_View2.png
4,16,54,75,45.424149,-3.992247,49.416396,72.417416,17.449416,7.301718,NCGMtherm435475_View2.png
2,24,54,75,32.88683,-5.44598,38.33281,72.923198,17.955198,4.284306,NCGMtherm245475_View2.png
3,24,54,75,33.559494,-5.421837,38.981332,72.805028,17.837028,6.49593,NCGMtherm345475_View2.png
4,24,54,75,33.245352,-5.497635,38.742987,72.71852,17.75052,7.959996,NCGMtherm445475_View2.png
2,4,55,75,82.643901,2.861017,79.782884,66.58601,11.61801,2.640258,NCGMtherm205575_View2.png
3,4,55,75,77.858706,2.182324,75.676382,66.89048,11.92248,3.743028,NCGMtherm305575_View2.png
4,4,55,75,73.526012,1.579517,71.946495,67.220438,12.252438,4.546566,NCGMtherm405575_View2.png
2,8,55,75,69.213919,-0.462714,69.676633,71.100032,16.132032,3.769542,NCGMtherm215575_View2.png
3,8,55,75,66.184739,-0.718249,66.902987,70.527938,15.559938,5.179788,NCGMtherm315575_View2.png
4,8,55,75,62.943781,-1.062281,64.006062,70.23371,15.26571,6.066504,NCGMtherm415575_View2.png
2,12,55,75,56.34004,-2.520925,58.860965,72.392414,17.424414,4.406112,NCGMtherm225575_View2.png
3,12,55,75,55.090328,-2.733243,57.823571,72.240926,17.272926,6.08652,NCGMtherm325575_View2.png
4,12,55,75,52.989408,-3.037128,56.026535,72.065426,17.097426,7.154586,NCGMtherm425575_View2.png
2,16,55,75,46.036515,-3.089728,49.126243,72.715496,17.747496,4.680144,NCGMtherm235575_View2.png
3,16,55,75,45.916344,-3.871546,49.78789,72.56795,17.59995,6.58854,NCGMtherm335575_View2.png
4,16,55,75,44.711717,-4.08594,48.797656,72.467636,17.499636,7.846128,NCGMtherm435575_View2.png
2,24,55,75,32.387019,-5.51241,37.899429,72.971276,18.003276,4.995468,NCGMtherm245575_View2.png
3,24,55,75,33.038501,-5.489616,38.528116,72.854384,17.886384,7.084404,NCGMtherm345575_View2.png
4,24,55,75,32.719887,-5.565061,38.284948,72.768686,17.800686,8.466984,NCGMtherm445575_View2.png
2,4,56,75,81.428102,2.549208,78.878895,67.006346,12.038346,3.490452,NCGMtherm205675_View2.png
3,4,56,75,76.682237,1.878509,74.803728,67.277786,12.309786,4.529412,NCGMtherm305675_View2.png
4,4,56,75,72.387755,1.284388,71.103367,67.576136,12.608136,5.28615,NCGMtherm405675_View2.png
2,8,56,75,68.175614,-0.731152,68.906766,71.39975,16.43175,4.553424,NCGMtherm215675_View2.png
3,8,56,75,65.169974,-0.987714,66.157688,70.881134,15.913134,5.881572,NCGMtherm315675_View2.png
4,8,56,75,61.958789,-1.323117,63.281906,70.583018,15.615018,6.716376,NCGMtherm415675_View2.png
2,12,56,75,55.480079,-2.636681,58.11676,72.44429,17.47629,5.152122,NCGMtherm225675_View2.png
3,12,56,75,54.233554,-2.847246,57.0808,72.302198,17.334198,6.734322,NCGMtherm325675_View2.png
4,12,56,75,52.150094,-3.147631,55.297725,72.20057,17.23257,7.739748,NCGMtherm425675_View2.png
2,16,56,75,45.328935,-3.19721,48.526146,72.762674,17.794674,5.409612,NCGMtherm235675_View2.png
3,16,56,75,45.197915,-3.967402,49.165317,72.616982,17.648982,7.206246,NCGMtherm335675_View2.png
4,16,56,75,43.998799,-4.179517,48.178316,72.517784,17.549784,8.389998,NCGMtherm435675_View2.png
2,24,56,75,31.886369,-5.578779,37.465148,73.0193,18.0513,5.70618,NCGMtherm245675_View2.png
3,24,56,75,32.517168,-5.557329,38.074496,72.903686,17.935686,7.672392,NCGMtherm345675_View2.png
4,24,56,75,32.194567,-5.632423,37.826991,72.818834,17.850834,8.973558,NCGMtherm445675_View2.png
2,4,57,75,80.209087,2.237516,77.971571,67.42661,12.45861,4.34034,NCGMtherm205775_View2.png
3,4,57,75,75.503146,1.574828,73.928318,67.665002,12.697002,5.315346,NCGMtherm305775_View2.png
4,4,57,75,71.247718,0.989401,70.258317,67.931762,12.963762,6.025194,NCGMtherm405775_View2.png
2,8,57,75,67.13541,-0.999427,68.134836,71.680352,16.712352,5.336964,NCGMtherm215775_View2.png
3,8,57,75,64.153478,-1.257019,65.410497,71.234186,16.266186,6.582888,NCGMtherm315775_View2.png
4,8,57,75,60.972254,-1.583799,62.556053,70.932218,15.964218,7.365762,NCGMtherm415775_View2.png
2,12,57,75,54.620181,-2.752356,57.372537,72.49613,17.52813,5.897844,NCGMtherm225775_View2.png
3,12,57,75,53.37485,-2.961166,56.336016,72.355892,17.387892,7.381764,NCGMtherm325775_View2.png
4,12,57,75,51.308753,-3.258052,54.566805,72.26762,17.29962,8.324496,NCGMtherm425775_View2.png
2,16,57,75,44.620677,-3.32003,47.940707,72.820112,17.852112,6.138846,NCGMtherm235775_View2.png
3,16,57,75,44.477925,-4.063374,48.541299,72.666014,17.698014,7.823628,NCGMtherm335775_View2.png
4,16,57,75,43.285044,-4.273071,47.558115,72.56795,17.59995,8.933508,NCGMtherm435775_View2.png
2,24,57,75,31.385225,-5.645111,37.030336,73.063652,18.095652,6.416658,NCGMtherm245775_View2.png
3,24,57,75,31.995883,-5.625003,37.620886,72.950756,17.982756,8.26011,NCGMtherm345775_View2.png
4,24,57,75,31.669325,-5.699746,37.36907,72.868334,17.900334,9.479862,NCGMtherm445775_View2.png
2,4,58,75,78.987384,1.926055,77.061329,67.846622,12.878622,5.189634,NCGMtherm205875_View2.png
3,4,58,75,74.321668,1.271392,73.050276,68.052002,13.084002,6.100542,NCGMtherm305875_View2.png
4,4,58,75,70.105358,0.694659,69.410699,68.287172,13.319172,6.763464,NCGMtherm405875_View2.png
2,8,58,75,66.093753,-1.22245,67.316203,71.94506,16.97706,6.119892,NCGMtherm215875_View2.png
3,8,58,75,63.135602,-1.526066,64.661669,71.538368,16.570368,7.283502,NCGMtherm315875_View2.png
4,8,58,75,59.98442,-1.844235,61.828655,71.281184,16.313184,8.01441,NCGMtherm415875_View2.png
2,12,58,75,53.758461,-2.867909,56.62637,72.547934,17.579934,6.643008,NCGMtherm225875_View2.png
